surname,district,name,party,position_set,position,start_year
ยังตรง,สมุทรปราการ,ว่าที่เรือโทวัลลภ,พรรคไทยรักไทย,21,ส.ส.,2544
ยังตรง,สมุทรปราการ,ว่าที่เรือโทวัลลภ,พรรคไทยรักไทย,22,ส.ส.,2548
ยังตรง,สมุทรปราการ,อนุสรา,พรรคพลังประชาชน,23,ส.ส.,2550
ยังตรง,สมุทรปราการ,อนุสรา,พรรคเพื่อไทย,24,ส.ส.,2554
สาดิษฐ์,สมุทรปราการ,สมชาย,พรรคชาติไทย,18,ส.ส.,2535
ทับสุวรรณ,สมุทรสาคร,เอนก,พรรคประชาธิปัตย์,18,ส.ส.,2535
ทับสุวรรณ,สมุทรสาคร,เอนก,พรรคประชาธิปัตย์,21,ส.ส.,2544
ทับสุวรรณ,สมุทรสาคร,ครรชิต,พรรคประชาธิปัตย์,23,ส.ส.,2550
ทับสุวรรณ,สมุทรสาคร,ครรชิต,พรรคประชาธิปัตย์,24,ส.ส.,2554
ทับสุวรรณ,สมุทรสาคร,อนุสรี,พรรครวมพลังประชาชาติไทย,25,ส.ส.,2562
ทับสุวรรณ,สมุทรสาคร,เอนก,พรรคประชาธิปัตย์,50,ครม.,2535
ทับสุวรรณ,สมุทรสาคร,เอนก,พรรคประชาธิปัตย์,50,ครม.,2535
สุนทรวัฒน์,สระบุรี,สมชาย,พรรคประชาธิปัตย์,18,ส.ส.,2535
สุนทรวัฒน์,สระบุรี,สมชาย,พรรคประชาธิปัตย์,19,ส.ส.,2538
สุนทรวัฒน์,สระบุรี,สมชาย,พรรคประชาธิปัตย์,20,ส.ส.,2539
สุนทรวัฒน์,สระบุรี,สมชาย,พรรคไทยรักไทย,21,ส.ส.,2544
สุนทรวัฒน์,สระบุรี,อิสรา,พรรคประชาธิปัตย์,24,ส.ส.,2554
สุนทรวัฒน์,สระบุรี,สมชาย,พรรคประชาธิปัตย์,53,ครม.,2540
สุนทรวัฒน์,สระบุรี,สมชาย,พรรคไทยรักไทย,55,ครม.,2548
ชุมดวง,สุโขทัย,อารยะ,พรรคมวลชน,18,ส.ส.,2535
ชุมดวง,สุโขทัย,อารยะ,พรรคความหวังใหม่,20,ส.ส.,2539
ชุมดวง,สุโขทัย,อารยะ,พรรคมัชฌิมาธิปไตย,23,ส.ส.,2550
มงคลศิริ,อุทัยธานี,ประเสริฐ,พรรคประชาธิปัตย์,18,ส.ส.,2535
มงคลศิริ,อุทัยธานี,ประเสริฐ,พรรคประชาธิปัตย์,20,ส.ส.,2539
มงคลศิริ,อุทัยธานี,ประแสง,พรรคไทยรักไทย,21,ส.ส.,2544
ตรีรัตน์ณรงค์,เชียงราย,ถาวร,พรรคชาติไทย,18,ส.ส.,2535
ตรีรัตน์ณรงค์,เชียงราย,ถาวร,พรรคความหวังใหม่,20,ส.ส.,2539
ตรีรัตน์ณรงค์,เชียงราย,ถาวร,พรรคไทยรักไทย,21,ส.ส.,2544
ตรีรัตน์ณรงค์,เชียงราย,ถาวร,พรรคเพื่อไทย,22,ส.ส.,2548
ตรีรัตน์ณรงค์,เชียงราย,ถาวร,พรรคพลังประชาชน,22,ส.ส.,2548
ตรีรัตน์ณรงค์,เชียงราย,ถาวร,พรรคเพื่อไทย,24,ส.ส.,2554
วงศ์ไชย,เชียงใหม่,วิชัย,พรรคพลังธรรม,18,ส.ส.,2535
วงศ์ไชย,เชียงใหม่,วิชัย,พรรคพลังธรรม,19,ส.ส.,2538
รินคำ,เชียงใหม่,มอนอินทร์,พรรคพลังธรรม,18,ส.ส.,2535
ภู่จีนาพันธุ์,เชียงใหม่,บุญช่วย,พรรคชาติพัฒนา,18,ส.ส.,2535
ภู่จีนาพันธุ์,เชียงใหม่,บุญช่วย,พรรคชาติพัฒนา,19,ส.ส.,2538
ภู่จีนาพันธุ์,เชียงใหม่,บุญช่วย,พรรคชาติพัฒนา,20,ส.ส.,2539
ธีรประเทืองกุล,น่าน,พงษ์พัฒน์,พรรคพลังธรรม,18,ส.ส.,2535
ณ ลำพูน,น่าน,คำรณ,พรรคประชาธิปัตย์,18,ส.ส.,2535
ณ ลำพูน,น่าน,คำรณ,พรรคประชาธิปัตย์,19,ส.ส.,2538
ณ ลำพูน,น่าน,คำรณ,พรรคประชาธิปัตย์,20,ส.ส.,2539
ณ ลำพูน,น่าน,คำรณ,พรรคประชาธิปัตย์,21,ส.ส.,2544
ณ ลำพูน,น่าน,คำรณ,พรรคประชาธิปัตย์,53,ครม.,2540
วงศ์ศรีวงศ์,พะเยา,ลดาวัลลิ์,พรรคประชาธิปัตย์,18,ส.ส.,2535
วงศ์ศรีวงศ์,พะเยา,ลดาวัลลิ์,พรรคประชาธิปัตย์,19,ส.ส.,2538
วงศ์ศรีวงศ์,พะเยา,ลดาวัลลิ์,พรรคประชาธิปัตย์,20,ส.ส.,2539
วงศ์ศรีวงศ์,พะเยา,ลดาวัลลิ์,พรรคไทยรักไทย,21,ส.ส.,2544
วงศ์ศรีวงศ์,พะเยา,ลดาวัลลิ์,,54,ครม.,2544
ศรีจันทร์,พะเยา,วิทยา,พรรคประชาธิปัตย์,18,ส.ส.,2535
พยัคฆบุตร,ลำปาง,วาสิต,พรรคความหวังใหม่,18,ส.ส.,2535
พยัคฆบุตร,ลำปาง,วาสิต,พรรคชาติไทย,19,ส.ส.,2538
พยัคฆบุตร,ลำปาง,วาสิต,พรรคชาติไทย,20,ส.ส.,2539
พยัคฆบุตร,ลำปาง,วาสิต,พรรคไทยรักไทย,21,ส.ส.,2544
พยัคฆบุตร,ลำปาง,วาสิต,พรรคไทยรักไทย,22,ส.ส.,2548
พยัคฆบุตร,ลำปาง,วาสิต,พรรคพลังประชาชน,23,ส.ส.,2550
พยัคฆบุตร,ลำปาง,วาสิต,พรรคเพื่อไทย,24,ส.ส.,2554
ปานลักษณ์,ลำพูน,ประเทือง,พรรคความหวังใหม่,18,ส.ส.,2535
ปานลักษณ์,ลำพูน,ประเทือง,พรรคชาติไทย,19,ส.ส.,2538
มงคลธรรม,กาฬสินธุ์,ชิงชัย,พรรคความหวังใหม่,18,ส.ส.,2535
มงคลธรรม,กาฬสินธุ์,ชิงชัย,พรรคความหวังใหม่,19,ส.ส.,2538
มงคลธรรม,กาฬสินธุ์,ชิงชัย,พรรคความหวังใหม่,20,ส.ส.,2539
มงคลธรรม,กาฬสินธุ์,ชิงชัย,พรรคความหวังใหม่,21,ส.ส.,2544
มงคลธรรม,กาฬสินธุ์,ชิงชัย,พรรคความหวังใหม่,51,ครม.,2538
มงคลธรรม,กาฬสินธุ์,ชิงชัย,พรรคความหวังใหม่,52,ครม.,2539
ภูผิวเดือน,กาฬสินธุ์,ขุนทอง,พรรคความหวังใหม่,18,ส.ส.,2535
สุทธศรี,กาฬสินธุ์,อรดี,พรรคชาติพัฒนา,18,ส.ส.,2535
สุทธศรี,กาฬสินธุ์,อรดี,พรรคชาติพัฒนา,19,ส.ส.,2538
สุทธศรี,กาฬสินธุ์,อรดี,พรรคชาติไทย,21,ส.ส.,2544
สุทธศรี,กาฬสินธุ์,อรดี,พรรคไทยรักไทย,22,ส.ส.,2548
เพียงเกษ,ขอนแก่น,อดิศร,พรรคพลังธรรม,18,ส.ส.,2535
เพียงเกษ,ขอนแก่น,อดิศร,พรรคนำไทย,19,ส.ส.,2538
เพียงเกษ,ขอนแก่น,อดิศร,พรรคความหวังใหม่,20,ส.ส.,2539
เพียงเกษ,ขอนแก่น,อดิศร,พรรคไทยรักไทย,21,ส.ส.,2544
เพียงเกษ,ขอนแก่น,ทองปักษ์,พรรคพลังประชาชน,22,ส.ส.,2548
เพียงเกษ,ขอนแก่น,เยาวนิตย์,พรรคเพื่อไทย,24,ส.ส.,2554
เพียงเกษ,ขอนแก่น,อดิศร,พรรคพลังธรรม,50,ครม.,2535
เพียงเกษ,ขอนแก่น,อดิศร,พรรคความหวังใหม่,52,ครม.,2539
เพียงเกษ,ขอนแก่น,อดิศร,พรรคไทยรักไทย,55,ครม.,2548
เพียงเกษ,ขอนแก่น,อดิศร,พรรคไทยรักไทย,55,ครม.,2548
สาระผล,ขอนแก่น,ภูมิ,พรรคพลังธรรม,18,ส.ส.,2535
สาระผล,ขอนแก่น,ภูมิ,พรรคความหวังใหม่,20,ส.ส.,2539
สาระผล,ขอนแก่น,ภูมิ,พรรคไทยรักไทย,21,ส.ส.,2544
สาระผล,ขอนแก่น,ภูมิ,พรรคไทยรักไทย,22,ส.ส.,2548
สาระผล,ขอนแก่น,ภูมิ,พรรคพลังประชาชน,23,ส.ส.,2550
สาระผล,ขอนแก่น,ภูมิ,พรรคเพื่อไทย,24,ส.ส.,2554
สาระผล,ขอนแก่น,ภูมิ,,60,ครม.,2554
อินทรพาณิชย์,ขอนแก่น,พงษ์ศักดิ์,พรรคพลังธรรม,18,ส.ส.,2535
ชนะวงศ์,ขอนแก่น,อำนาจ,พรรคพลังธรรม,18,ส.ส.,2535
ชนะวงศ์,ขอนแก่น,อำนาจ,พรรคกิจสังคม,19,ส.ส.,2538
ชนะวงศ์,ขอนแก่น,กระแส,พรรคพลังธรรม,50,ครม.,2535
ชนะวงศ์,ขอนแก่น,กระแส,พรรคพลังธรรม,50,ครม.,2535
ชนะวงศ์,ขอนแก่น,กระแส,,54,ครม.,2544
ศรีวงษ์,ขอนแก่น,สมพร,พรรคเสรีธรรม,18,ส.ส.,2535
สุรพล,ขอนแก่น,ณรงค์เลิศ,พรรคชาติไทย,18,ส.ส.,2535
สุรพล,ขอนแก่น,ณรงค์เลิศ,พรรคกิจสังคม,20,ส.ส.,2539
สุรพล,ขอนแก่น,ณรงค์เลิศ,พรรคกิจสังคม,21,ส.ส.,2544
สันติเมทนีดล,ขอนแก่น,สฤต,พรรคพลังธรรม,18,ส.ส.,2535
สันติเมทนีดล,ขอนแก่น,สฤต,พรรคไทยรักไทย,21,ส.ส.,2544
สันติเมทนีดล,ขอนแก่น,สฤต,พรรคพลังธรรม,50,ครม.,2535
อินทรารักษ์,ชัยภูมิ,ทรงชัย,พรรคประชาธิปัตย์,18,ส.ส.,2535
ศิริปรีชาพงษ์,นครพนม,ทนง,พรรคชาติไทย,18,ส.ส.,2535
คูสกุล,นครพนม,มานะ,พรรคชาติพัฒนา,18,ส.ส.,2535
คูสกุล,นครพนม,มานะ,พรรคความหวังใหม่,19,ส.ส.,2538
คูสกุล,นครพนม,มานะ,พรรคความหวังใหม่,20,ส.ส.,2539
ชุณหะวัณ,นครราชสีมา,ชาติชาย,พรรคชาติพัฒนา,18,ส.ส.,2535
ชุณหะวัณ,นครราชสีมา,ชาติชาย,พรรคชาติพัฒนา,19,ส.ส.,2538
ชุณหะวัณ,นครราชสีมา,ชาติชาย,พรรคชาติพัฒนา,20,ส.ส.,2539
ชุณหะวัณ,นครราชสีมา,ไกรศักดิ์,พรรคประชาธิปัตย์,22,ส.ส.,2548
ชาญนุกูล,นครราชสีมา,วรรณรัตน์,พรรคชาติพัฒนา,18,ส.ส.,2535
ชาญนุกูล,นครราชสีมา,วรรณรัตน์,พรรคชาติพัฒนา,19,ส.ส.,2538
ชาญนุกูล,นครราชสีมา,วรรณรัตน์,พรรคความหวังใหม่,21,ส.ส.,2544
ชาญนุกูล,นครราชสีมา,วรรณรัตน์,พรรคไทยรักไทย,22,ส.ส.,2548
ชาญนุกูล,นครราชสีมา,วรรณรัตน์,พรรครวมชาติพัฒนา,23,ส.ส.,2550
ชาญนุกูล,นครราชสีมา,วรรณรัตน์,พรรคชาติพัฒนา,24,ส.ส.,2554
ชาญนุกูล,นครราชสีมา,วรรณรัตน์,,58,ครม.,2551
ชาญนุกูล,นครราชสีมา,วรรณรัตน์,พรรครวมใจไทยชาติพัฒนา,59,ครม.,2551
ชาญนุกูล,นครราชสีมา,วรรณรัตน์,,60,ครม.,2554
ฐาปนะกุล,นครราชสีมา,ยุทธศิลป์,พรรคชาติพัฒนา,18,ส.ส.,2535
ฐาปนะกุล,นครราชสีมา,ยุทธศิลป์,พรรคไทยรักไทย,21,ส.ส.,2544
พรหมนิติพันธุ์,นครราชสีมา,ตรีเพชร,พรรคชาติไทย,18,ส.ส.,2535
เฮงยศมาก,บุรีรัมย์,มนัส,พรรคประชาธิปัตย์,18,ส.ส.,2535
เฮงยศมาก,บุรีรัมย์,มาโนช,พรรคมัชฌิมาธิปไตย,23,ส.ส.,2550
เพชรสว่าง,บุรีรัมย์,โสภณ,พรรคชาติพัฒนา,18,ส.ส.,2535
เพชรสว่าง,บุรีรัมย์,โสภณ,พรรคชาติพัฒนา,19,ส.ส.,2538
เพชรสว่าง,บุรีรัมย์,โสภณ,พรรคชาติพัฒนา,20,ส.ส.,2539
เพชรสว่าง,บุรีรัมย์,โสภณ,พรรคไทยรักไทย,21,ส.ส.,2544
เพชรสว่าง,บุรีรัมย์,โสภณ,พรรคไทยรักไทย,22,ส.ส.,2548
เฮงสวัสดิ์,มหาสารคาม,สมมาศ,พรรคมวลชน,18,ส.ส.,2535
กิ่งคำวงศ์,มุกดาหาร,ระวี,พรรคความหวังใหม่,18,ส.ส.,2535
กิ่งคำวงศ์,มุกดาหาร,ระวี,พรรคความหวังใหม่,19,ส.ส.,2538
ทองบุราณ,ยโสธร,สมบูรณ์,พรรคพลังธรรม,18,ส.ส.,2535
มาลัยศรี,ร้อยเอ็ด,เกษม,พรรคชาติพัฒนา,18,ส.ส.,2535
มหาสุวีระชัย,ศรีสะเกษ,มานะ,พรรคพลังธรรม,18,ส.ส.,2535
มหาสุวีระชัย,ศรีสะเกษ,มานะ,พรรคประชาธิปัตย์,20,ส.ส.,2539
ใสกระจ่าง,ศรีสะเกษ,กุเทพ,พรรคพลังธรรม,18,ส.ส.,2535
ใสกระจ่าง,ศรีสะเกษ,กุเทพ,พรรคความหวังใหม่,20,ส.ส.,2539
ใสกระจ่าง,ศรีสะเกษ,กุเทพ,พรรคความหวังใหม่,21,ส.ส.,2544
ใสกระจ่าง,ศรีสะเกษ,กุเทพ,พรรคพลังประชาชน,23,ส.ส.,2550
จรัสดำรงนิตย์,ศรีสะเกษ,มานพ,พรรคความหวังใหม่,18,ส.ส.,2535
จรัสดำรงนิตย์,ศรีสะเกษ,มานพ,พรรคความหวังใหม่,19,ส.ส.,2538
จรัสดำรงนิตย์,ศรีสะเกษ,มานพ,พรรคความหวังใหม่,20,ส.ส.,2539
จรัสดำรงนิตย์,ศรีสะเกษ,มานพ,พรรคไทยรักไทย,21,ส.ส.,2544
จรัสดำรงนิตย์,ศรีสะเกษ,มานพ,พรรคไทยรักไทย,22,ส.ส.,2548
จรัสดำรงนิตย์,ศรีสะเกษ,มานพ,พรรคเพื่อไทย,24,ส.ส.,2554
ลีธีระประเสริฐ,ศรีสะเกษ,ภูมินทร์,พรรคความหวังใหม่,18,ส.ส.,2535
ลีธีระประเสริฐ,ศรีสะเกษ,ภูมินทร์,พรรคความหวังใหม่,20,ส.ส.,2539
ลีธีระประเสริฐ,ศรีสะเกษ,ภูมินทร์,พรรคไทยรักไทย,21,ส.ส.,2544
ตยางคนนท์,สกลนคร,วิรัตน์,พรรคชาติไทย,18,ส.ส.,2535
ตยางคนนท์,สกลนคร,วิรัตน์,พรรคชาติไทย,19,ส.ส.,2538
ตยางคนนท์,สกลนคร,วิรัตน์,พรรคความหวังใหม่,20,ส.ส.,2539
ตยางคนนท์,สกลนคร,วิรัตน์,พรรคไทยรักไทย,21,ส.ส.,2544
อุดมธรรมภักดี,สกลนคร,จิรมิตร,พรรคชาติพัฒนา,18,ส.ส.,2535
วิชิตวรสาร,สกลนคร,สีห์พนม,พรรคชาติไทย,18,ส.ส.,2535
แสนภูมิ,สุรินทร์,เสกสรร,พรรคชาติไทย,18,ส.ส.,2535
แสนภูมิ,สุรินทร์,เสกสรร,พรรคเอกภาพ,20,ส.ส.,2539
แสนภูมิ,สุรินทร์,เสกสรร,พรรคไทยรักไทย,21,ส.ส.,2544
โกวิทศิริกุล,หนองคาย,ทรงพล,พรรคประชาธิปัตย์,18,ส.ส.,2535
โกวิทศิริกุล,หนองคาย,ทรงพล,พรรคประชาธิปัตย์,20,ส.ส.,2539
นุอุปละ,อุดรธานี,เตือนใจ,พรรคประชาธิปัตย์,18,ส.ส.,2535
นุอุปละ,อุดรธานี,เตือนใจ,พรรคประชาธิปัตย์,50,ครม.,2535
ขาวขำ,หนองบัวลำภู,วิเชียร,พรรคชาติพัฒนา,18,ส.ส.,2535
ขาวขำ,หนองบัวลำภู,วิเชียร,พรรคเพื่อไทย,24,ส.ส.,2554
นุชิต,หนองบัวลำภู,ไพรัช,พรรคกิจสังคม,18,ส.ส.,2535
นุชิต,หนองบัวลำภู,ไพรัช,พรรคกิจสังคม,19,ส.ส.,2538
นุชิต,อุดรธานี,ไพรัช,พรรคกิจสังคม,18,ส.ส.,2535
บุษราคัม,อุดรธานี,ประสพ,พรรคชาติพัฒนา,18,ส.ส.,2535
บุษราคัม,อุดรธานี,ประสพ,พรรคชาติพัฒนา,19,ส.ส.,2538
บุษราคัม,อุดรธานี,ประสพ,พรรคพลังประชาชน,23,ส.ส.,2550
ขันอาสา,อุบลราชธานี,วิทยา,พรรคความหวังใหม่,18,ส.ส.,2535
โหตระไวศยะ,อุบลราชธานี,พูลสวัสดิ์,พรรคพลังธรรม,18,ส.ส.,2535
โหตระไวศยะ,อุบลราชธานี,พูลสวัสดิ์,พรรคไทยรักไทย,21,ส.ส.,2544
พิริยะกิจไพบูลย์,อุบลราชธานี,ชาตรี,พรรคชาติไทย,18,ส.ส.,2535
พิริยะกิจไพบูลย์,อุบลราชธานี,ชาตรี,พรรคชาติไทย,20,ส.ส.,2539
พิริยะกิจไพบูลย์,อุบลราชธานี,ชาตรี,พรรคไทยรักไทย,21,ส.ส.,2544
จุลโคตร,อุบลราชธานี,โอวาท,พรรคประชาธิปัตย์,18,ส.ส.,2535
เงินหมื่น,อำนาจเจริญ,สุทัศน์,พรรคประชาธิปัตย์,18,ส.ส.,2535
เงินหมื่น,อำนาจเจริญ,สุทัศน์,พรรคประชาธิปัตย์,19,ส.ส.,2538
เงินหมื่น,อำนาจเจริญ,สุทัศน์,พรรคประชาธิปัตย์,20,ส.ส.,2539
เงินหมื่น,อำนาจเจริญ,อภิวัฒน์,พรรคประชาธิปัตย์,23,ส.ส.,2550
เงินหมื่น,อำนาจเจริญ,อภิวัฒน์,พรรคประชาธิปัตย์,24,ส.ส.,2554
เงินหมื่น,อำนาจเจริญ,สุทัศน์,พรรคประชาธิปัตย์,25,ส.ส.,2562
เงินหมื่น,อำนาจเจริญ,สุทัศน์,พรรคประชาธิปัตย์,21,ส.ส.,2544
เงินหมื่น,อำนาจเจริญ,สุทัศน์,พรรคประชาธิปัตย์,22,ส.ส.,2548
เงินหมื่น,อำนาจเจริญ,สุทัศน์,พรรคประชาธิปัตย์,24,ส.ส.,2554
เงินหมื่น,อำนาจเจริญ,สุทัศน์,พรรคประชาธิปัตย์,50,ครม.,2535
เงินหมื่น,อำนาจเจริญ,สุทัศน์,พรรคประชาธิปัตย์,53,ครม.,2540
เงินหมื่น,อำนาจเจริญ,สุทัศน์,พรรคประชาธิปัตย์,53,ครม.,2540
นามบุตร,อำนาจเจริญ,วิฑูรย์,พรรคประชาธิปัตย์,18,ส.ส.,2535
นามบุตร,อำนาจเจริญ,วิฑูรย์,พรรคประชาธิปัตย์,22,ส.ส.,2548
นามบุตร,อำนาจเจริญ,วิฑูรย์,พรรคประชาธิปัตย์,24,ส.ส.,2554
นามบุตร,อำนาจเจริญ,วิฑูรย์,พรรคประชาธิปัตย์,59,ครม.,2551
จันทรวงศ์,อำนาจเจริญ,สนิท,พรรคความหวังใหม่,18,ส.ส.,2535
บัวขาว,อุบลราชธานี,สุรศักดิ์,พรรคชาติพัฒนา,18,ส.ส.,2535
พะลัง,ชุมพร,สุวโรช,พรรคประชาธิปัตย์,18,ส.ส.,2535
พะลัง,ชุมพร,สุวโรช,พรรคประชาธิปัตย์,19,ส.ส.,2538
พะลัง,ชุมพร,สุวโรช,พรรคประชาธิปัตย์,20,ส.ส.,2539
พะลัง,ชุมพร,สุวโรช,พรรคประชาธิปัตย์,21,ส.ส.,2544
พะลัง,ชุมพร,สุวโรช,พรรคประชาธิปัตย์,22,ส.ส.,2548
พะลัง,ชุมพร,สุวโรช,พรรคประชาธิปัตย์,22,ส.ส.,2548
พะลัง,ชุมพร,สุวโรช,พรรคประชาธิปัตย์,24,ส.ส.,2554
แก้วภราดัย,นครศรีธรรมราช,วิทยา,พรรคพลังธรรม,18,ส.ส.,2535
แก้วภราดัย,นครศรีธรรมราช,วิทยา,พรรคประชาธิปัตย์,19,ส.ส.,2538
แก้วภราดัย,นครศรีธรรมราช,วิทยา,พรรคประชาธิปัตย์,20,ส.ส.,2539
แก้วภราดัย,นครศรีธรรมราช,วิทยา,พรรคประชาธิปัตย์,21,ส.ส.,2544
แก้วภราดัย,นครศรีธรรมราช,วิทยา,พรรคประชาธิปัตย์,22,ส.ส.,2548
แก้วภราดัย,นครศรีธรรมราช,วิทยา,พรรคประชาธิปัตย์,23,ส.ส.,2550
แก้วภราดัย,นครศรีธรรมราช,วิทยา,พรรคประชาธิปัตย์,24,ส.ส.,2554
แก้วภราดัย,นครศรีธรรมราช,วิทยา,พรรคประชาธิปัตย์,59,ครม.,2551
แสงประทุม,นครศรีธรรมราช,สุธรรม,พรรคพลังธรรม,18,ส.ส.,2535
แสงประทุม,นครศรีธรรมราช,สุธรรม,พรรคไทยรักไทย,21,ส.ส.,2544
แสงประทุม,นครศรีธรรมราช,สุธรรม,,54,ครม.,2544
พัฒนกุลเลิศ,นราธิวาส,พรพิชญ์,พรรคประชาธิปัตย์,18,ส.ส.,2535
พัฒนกุลเลิศ,นราธิวาส,พรพิชญ์,พรรคประชาธิปัตย์,19,ส.ส.,2538
พัฒนกุลเลิศ,นราธิวาส,พรพิชญ์,พรรคประชาธิปัตย์,21,ส.ส.,2544
แวอาแซ,นราธิวาส,สุรเชษฐ์,พรรคประชาธิปัตย์,18,ส.ส.,2535
แวอาแซ,นราธิวาส,สุรเชษฐ์,พรรคประชาธิปัตย์,19,ส.ส.,2538
แวอาแซ,นราธิวาส,สุรเชษฐ์,พรรคประชาธิปัตย์,20,ส.ส.,2539
แวอาแซ,นราธิวาส,สุรเชษฐ์,พรรคประชาธิปัตย์,22,ส.ส.,2548
แวอาแซ,นราธิวาส,สุรเชษฐ์,พรรคประชาธิปัตย์,24,ส.ส.,2554
นวลเปียน,พัทลุง,สมคิด,พรรคประชาธิปัตย์,18,ส.ส.,2535
นวลเปียน,พัทลุง,สมคิด,พรรคประชาธิปัตย์,19,ส.ส.,2538
นวลเปียน,พัทลุง,สมคิด,พรรคประชาธิปัตย์,20,ส.ส.,2539
เทพบุตร,ภูเก็ต,อัญชลี,พรรคประชาธิปัตย์,18,ส.ส.,2535
เทพบุตร,ภูเก็ต,อัญชลี,พรรคประชาธิปัตย์,19,ส.ส.,2538
เทพบุตร,ภูเก็ต,อัญชลี,พรรคประชาธิปัตย์,20,ส.ส.,2539
เทพบุตร,ภูเก็ต,ทศพร,พรรคประชาธิปัตย์,23,ส.ส.,2550
เทพบุตร,ภูเก็ต,อัญชลี,พรรคประชาธิปัตย์,24,ส.ส.,2554
เทพบุตร,ภูเก็ต,อัญชลี,พรรคประชาธิปัตย์,21,ส.ส.,2544
ลาภาโรจน์กิจ,สงขลา,ลาภศักดิ์,พรรคประชาธิปัตย์,18,ส.ส.,2535
ลาภาโรจน์กิจ,สงขลา,ลาภศักดิ์,พรรคประชาธิปัตย์,19,ส.ส.,2538
ลาภาโรจน์กิจ,สงขลา,ลาภศักดิ์,พรรคประชาธิปัตย์,20,ส.ส.,2539
ลาภาโรจน์กิจ,สงขลา,ลาภศักดิ์,พรรคประชาธิปัตย์,21,ส.ส.,2544
ลาภาโรจน์กิจ,สงขลา,ลาภศักดิ์,พรรคประชาธิปัตย์,22,ส.ส.,2548
ลาภาโรจน์กิจ,สงขลา,ลาภศักดิ์,พรรคประชาธิปัตย์,23,ส.ส.,2550
ลาภาโรจน์กิจ,สงขลา,ภิรพล,พรรคประชาธิปัตย์,24,ส.ส.,2554
สุวิทย์,สงขลา,วิจิตร,พรรคประชาธิปัตย์,18,ส.ส.,2535
สุวิทย์,สงขลา,วิจิตร,พรรคประชาธิปัตย์,19,ส.ส.,2538
สุวิทย์,สงขลา,วิจิตร,พรรคประชาธิปัตย์,20,ส.ส.,2539
สุวิทย์,สงขลา,วิจิตร,พรรคประชาธิปัตย์,21,ส.ส.,2544
สุวิทย์,สงขลา,นาราชา,พรรคประชาธิปัตย์,22,ส.ส.,2548
สุวิทย์,สงขลา,นาราชา,พรรคประชาธิปัตย์,23,ส.ส.,2550
ใจสมุทร,สตูล,ธานินทร์,พรรคประชาธิปัตย์,18,ส.ส.,2535
ใจสมุทร,สตูล,ธานินทร์,พรรคประชาธิปัตย์,19,ส.ส.,2538
ใจสมุทร,สตูล,ธานินทร์,พรรคประชาธิปัตย์,20,ส.ส.,2539
ใจสมุทร,สตูล,ธานินทร์,พรรคประชาธิปัตย์,21,ส.ส.,2544
ใจสมุทร,สตูล,ธานินทร์,พรรคประชาธิปัตย์,22,ส.ส.,2548
ใจสมุทร,สตูล,ธานินทร์,พรรคชาติไทยพัฒนา,24,ส.ส.,2554
ใจสมุทร,สตูล,ศุภชัย,พรรคภูมิใจไทย,25,ส.ส.,2562
ใจสมุทร,สตูล,ศุภชัย,พรรคภูมิใจไทย,24,ส.ส.,2554
นิยมกิจ,จันทบุรี,สมชาย,พรรคประชาธิปัตย์,18,ส.ส.,2535
เพ่งจิตต์,จันทบุรี,อำนาจ,พรรคประชาธิปัตย์,18,ส.ส.,2535
เกษมมงคล,ฉะเชิงเทรา,พนิดา,พรรคเสรีธรรม,18,ส.ส.,2535
ศิริลัทธยากร,ฉะเชิงเทรา,อิทธิ,พรรคชาติพัฒนา,18,ส.ส.,2535
ศิริลัทธยากร,ฉะเชิงเทรา,อิทธิ,พรรคชาติพัฒนา,19,ส.ส.,2538
ศิริลัทธยากร,ฉะเชิงเทรา,อิทธิ,พรรคชาติพัฒนา,20,ส.ส.,2539
ศิริลัทธยากร,ฉะเชิงเทรา,อิทธิ,พรรคชาติพัฒนา,21,ส.ส.,2544
ศิริลัทธยากร,ฉะเชิงเทรา,อิทธิ,พรรคพลังประชาชน,23,ส.ส.,2550
ศิริลัทธยากร,ฉะเชิงเทรา,อรรถกร,พรรคพลังประชารัฐ,25,ส.ส.,2562
ศิริลัทธยากร,ฉะเชิงเทรา,อรรถกร,พรรคเพื่อไทย,24,ส.ส.,2554
ศิริลัทธยากร,ฉะเชิงเทรา,อิทธิ,พรรคชาติพัฒนา,53,ครม.,2540
บุญสุวรรณ,ชลบุรี,คณิน,พรรคเอกภาพ,18,ส.ส.,2535
พิมพ์สกุล,ชลบุรี,ธงชัย,พรรคเอกภาพ,18,ส.ส.,2535
หิรัญบูรณะ,สระแก้ว,บุรินทร์,พรรคชาติไทย,18,ส.ส.,2535
หิรัญบูรณะ,สระแก้ว,บุรินทร์,พรรคชาติไทย,19,ส.ส.,2538
หิรัญบูรณะ,สระแก้ว,บุรินทร์,พรรคไทยรักไทย,21,ส.ส.,2544
ยมจินดา,ระยอง,จักรพันธุ์,พรรคประชาธิปัตย์,18,ส.ส.,2535
ยมจินดา,ระยอง,จักรพันธุ์,พรรคไทยรักไทย,21,ส.ส.,2544
ตันติสุนทร,ตาก,อุดร,พรรคพลังธรรม,18,ส.ส.,2535
ตันติสุนทร,ตาก,รักษ์,พรรคประชาธิปัตย์,19,ส.ส.,2538
ตันติสุนทร,ตาก,รักษ์,พรรคประชาธิปัตย์,20,ส.ส.,2539
ตันติสุนทร,ตาก,ธนญ,พรรคประชาธิปัตย์,21,ส.ส.,2544
